participant,session,engagement_id,speaker,label,num_original_segments,num_surviving_segments,num_short_segments,num_long_segments,merged_duration,speech_duration,min_segment_duration,max_segment_duration,mean_segment_duration,median_segment_duration,std_segment_duration
18,19,0,SPEAKER_00,engaged,1,1,0,1,2.336125,2.3361142499999996,2.3361142499999996,2.3361142499999996,2.3361142499999996,2.3361142499999996,0.0
18,19,1,SPEAKER_00,disengaged,1,1,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.0
18,19,2,SPEAKER_00,engaged,2,2,0,2,3.530375,3.530417,1.4888232499999994,2.0415937500000005,1.7652085,1.7652085,0.2763852500000006
18,19,3,SPEAKER_00,disengaged,1,1,0,1,0.3509375,0.3509687500000016,0.3509687500000016,0.3509687500000016,0.3509687500000016,0.3509687500000016,0.0
18,19,4,SPEAKER_00,engaged,1,1,0,1,0.2444375,0.24444825000000137,0.24444825000000137,0.24444825000000137,0.24444825000000137,0.24444825000000137,0.0
18,19,5,SPEAKER_00,disengaged,1,1,0,1,1.8315625,1.8315937499999997,1.8315937499999997,1.8315937499999997,1.8315937499999997,1.8315937499999997,0.0
18,19,6,SPEAKER_00,engaged,2,2,0,2,4.542375,4.54236425,1.0829892499999971,3.459375000000003,2.271182125,2.271182125,1.188192875000003
18,19,7,SPEAKER_00,disengaged,2,2,0,2,4.462125,4.462083,1.7018017499999978,2.760281250000002,2.2310415,2.2310415,0.5292397500000021
18,19,8,SPEAKER_00,engaged,5,5,0,5,6.1941875,6.194167,0.49701075000000117,1.9068749999999994,1.2388334,1.0631249999999994,0.530846804926209
18,19,8,SPEAKER_02,engaged,3,3,0,3,2.7675,2.767499999999991,0.3881250000000023,1.2824999999999918,0.9224999999999971,1.0968749999999972,0.3853843454916103
18,19,9,SPEAKER_00,disengaged,2,2,0,2,3.1654375,3.165416999999998,1.5257607500000034,1.6396562499999945,1.582708499999999,1.582708499999999,0.05694774999999552
18,19,10,SPEAKER_00,engaged,1,2,0,2,6.646375,6.6463857500000145,3.0543750000000074,3.592010750000007,3.3231928750000073,3.3231928750000073,0.2688178749999999
18,19,10,SPEAKER_01,engaged,5,4,0,4,4.7140625,4.714031249999991,0.073406250000005,2.1431249999999977,1.1785078124999977,1.248749999999994,0.876477853637774
18,19,11,SPEAKER_01,disengaged,1,1,0,1,1.395125,1.3951357500000086,1.3951357500000086,1.3951357500000086,1.3951357500000086,1.3951357500000086,0.0
18,19,12,SPEAKER_00,engaged,5,5,0,5,10.8013125,10.801323249999996,0.4569482499999964,4.016249999999999,2.1602646499999993,2.2106250000000074,1.1486450706031834
18,19,13,SPEAKER_00,disengaged,1,1,0,1,2.9690625,2.969093749999999,2.969093749999999,2.969093749999999,2.969093749999999,2.969093749999999,0.0
18,19,14,SPEAKER_01,engaged,8,8,0,8,9.1125,9.112499999999983,0.06749999999999545,2.379374999999996,1.1390624999999979,1.2149999999999963,0.7209990627161031
18,19,14,SPEAKER_00,engaged,3,3,0,3,3.1969375,3.1969482499999913,0.17632324999999582,2.5649999999999977,1.0656494166666637,0.4556249999999977,1.0663149927655124
18,19,15,SPEAKER_00,disengaged,2,2,0,2,3.0608125,3.0608330000000024,1.3467392499999988,1.7140937500000035,1.5304165000000012,1.5304165000000012,0.18367725000000235
18,19,16,SPEAKER_00,engaged,2,2,0,2,8.0530625,8.05305174999998,3.206249999999983,4.846801749999997,4.02652587499999,4.02652587499999,0.8202758750000072
18,19,16,SPEAKER_02,engaged,2,2,1,1,0.54925,0.5492392499999994,0.03375000000002615,0.5154892499999733,0.2746196249999997,0.2746196249999997,0.24086962499997355
18,19,17,SPEAKER_02,disengaged,2,2,0,2,1.355625,1.3556250000000318,0.5311767500000144,0.8244482500000174,0.6778125000000159,0.6778125000000159,0.1466357500000015
18,19,18,SPEAKER_00,engaged,2,3,0,3,8.576125,8.57611424999996,2.109375,3.9861142499999858,2.858704749999987,2.480624999999975,0.8114783941024681
