speech_start	speech_end	speaker
0.031	0.588	SPEAKER_01
2.596	4.22	SPEAKER_03
4.22	6.37	SPEAKER_01
11.202	13.227	SPEAKER_01
13.362	26.53	SPEAKER_02
45.998	56.697	SPEAKER_02
57.153	60.207	SPEAKER_02
62.384	63.346	SPEAKER_01
63.397	64.392	SPEAKER_01
67.227	71.176	SPEAKER_01
72.425	75.631	SPEAKER_01
76.947	77.858	SPEAKER_01
78.685	80.187	SPEAKER_02
80.677	81.807	SPEAKER_02
82.702	85.267	SPEAKER_02
85.739	92.894	SPEAKER_02
94.075	95.257	SPEAKER_01
95.307	96.235	SPEAKER_01
99.965	100.673	SPEAKER_02
101.095	102.85	SPEAKER_02
103.357	105.314	SPEAKER_02
105.702	110.41	SPEAKER_02
110.849	114.899	SPEAKER_02
115.591	118.628	SPEAKER_02
125.277	126.037	SPEAKER_03
132.888	134.44	SPEAKER_02
136.027	140.212	SPEAKER_02
140.667	150.168	SPEAKER_02
150.691	153.593	SPEAKER_02
155.247	156.462	SPEAKER_01
157.137	157.88	SPEAKER_03
158.774	160.225	SPEAKER_01
161.93	163.617	SPEAKER_01
163.702	165.406	SPEAKER_03
167.06	167.65	SPEAKER_01
168.494	169.051	SPEAKER_03
169.625	170.232	SPEAKER_01
172.645	173.793	SPEAKER_03
174.485	177.623	SPEAKER_03
177.91	179.125	SPEAKER_03
189.537	190.28	SPEAKER_01
193.267	194.6	SPEAKER_01
194.79	197.1	SPEAKER_03
206.041	206.513	SPEAKER_02
206.935	207.95	SPEAKER_02
207.96	210.58	SPEAKER_01
212.69	215.035	SPEAKER_02
215.407	218.157	SPEAKER_02
218.714	224.249	SPEAKER_02
225.329	227.776	SPEAKER_02
228.383	230.341	SPEAKER_02
231.067	234.442	SPEAKER_02
234.931	238.002	SPEAKER_02
246.608	247.317	SPEAKER_02
247.688	249.376	SPEAKER_02
249.916	251.722	SPEAKER_02
252.38	256.514	SPEAKER_02
257.105	260.159	SPEAKER_02
261.593	262.37	SPEAKER_02
262.673	263.838	SPEAKER_02
264.665	272.309	SPEAKER_02
272.697	273.828	SPEAKER_02
273.946	280.325	SPEAKER_02
280.679	283.75	SPEAKER_02
290.821	292.424	SPEAKER_03
294.483	299.005	SPEAKER_02
299.478	302.212	SPEAKER_02
302.465	304.878	SPEAKER_02
311.797	313.636	SPEAKER_03
314.648	315.678	SPEAKER_01
316.1	316.555	SPEAKER_01
317.399	317.838	SPEAKER_01
323.491	325.9	SPEAKER_02
326.528	327.592	SPEAKER_02
327.76	331.169	SPEAKER_02
331.473	333.464	SPEAKER_02
334.358	337.43	SPEAKER_02
352.735	353.967	SPEAKER_02
354.187	355.132	SPEAKER_02
355.79	357.764	SPEAKER_02
358.372	360.38	SPEAKER_02
360.616	362.641	SPEAKER_02
362.945	365.341	SPEAKER_02
365.948	369.138	SPEAKER_02
369.593	370.032	SPEAKER_01
371.922	372.412	SPEAKER_01
372.513	374.167	SPEAKER_01
374.656	375.803	SPEAKER_01
376.04	376.934	SPEAKER_01
379.837	381.524	SPEAKER_01
388.308	391.902	SPEAKER_02
392.611	395.26	SPEAKER_02
395.716	397.927	SPEAKER_02
398.348	401.538	SPEAKER_02
403.36	405.655	SPEAKER_01
405.925	407.343	SPEAKER_01
413.62	414.751	SPEAKER_03
416.759	417.248	SPEAKER_03
420.32	422.108	SPEAKER_02
423.391	426.108	SPEAKER_02
426.378	431.221	SPEAKER_02
431.592	434.697	SPEAKER_02
439.962	442.375	SPEAKER_02
442.966	445.987	SPEAKER_02
446.476	448.315	SPEAKER_02
448.653	451.015	SPEAKER_02
451.1	454.34	SPEAKER_02
464.043	465.595	SPEAKER_02
467.215	469.46	SPEAKER_02
469.882	471.147	SPEAKER_02
471.417	473.122	SPEAKER_02
473.695	476.851	SPEAKER_02
479.247	479.618	SPEAKER_02
480.175	481.272	SPEAKER_02
482.285	485.339	SPEAKER_02
485.795	488.191	SPEAKER_02
488.326	491.127	SPEAKER_02
491.515	493.473	SPEAKER_02
493.962	497.033	SPEAKER_02
497.911	499.43	SPEAKER_02
499.818	501.033	SPEAKER_02
501.505	503.648	SPEAKER_02
504.323	507.631	SPEAKER_02
508.07	511.158	SPEAKER_02
532.606	534.192	SPEAKER_02
534.58	535.475	SPEAKER_02
536.15	537.989	SPEAKER_02
538.613	539.896	SPEAKER_02
540.132	542.444	SPEAKER_02
543.085	546.038	SPEAKER_02
548.249	548.755	SPEAKER_02
549.177	550.949	SPEAKER_02
551.371	553.548	SPEAKER_02
554.122	559.842	SPEAKER_02
560.382	564.685	SPEAKER_02
573.95	574.372	SPEAKER_01
575.317	575.553	SPEAKER_01
580.345	583.417	SPEAKER_03
585.796	587.028	SPEAKER_01
587.45	591.584	SPEAKER_01
595.347	595.853	SPEAKER_01
607.345	608.932	SPEAKER_03
615.968	616.677	SPEAKER_01
620.879	623.545	SPEAKER_02
624.068	629.485	SPEAKER_02
629.907	633.08	SPEAKER_02
645.01	646.529	SPEAKER_02
646.917	648.082	SPEAKER_02
648.588	650.647	SPEAKER_02
651.17	655.456	SPEAKER_02
655.675	658.072	SPEAKER_02
658.814	661.868	SPEAKER_02
664.248	667.724	SPEAKER_02
668.146	672.567	SPEAKER_02
673.073	674.018	SPEAKER_03
675.79	677.393	SPEAKER_02
677.478	679.52	SPEAKER_01
680.414	682.068	SPEAKER_02
682.675	683.823	SPEAKER_02
684.65	686.63	SPEAKER_01
686.911	688.41	SPEAKER_02
688.42	691.18	SPEAKER_1
692.277	693.56	SPEAKER_01
694.37	697.03	SPEAKER_01
708.578	710.418	SPEAKER_02
710.688	713.185	SPEAKER_01
715.16	717.185	SPEAKER_01
730.482	732.052	SPEAKER_02
732.389	733.739	SPEAKER_01
735.106	737.266	SPEAKER_02
738.515	738.869	SPEAKER_01
739.662	741.89	SPEAKER_01
742.312	743.408	SPEAKER_03
760.165	761.043	SPEAKER_03
769.328	769.885	SPEAKER_01
4.89	11.03	SPEAKER_02
209.84	212.34	SPEAKER_02
252.81	253.4	SPEAKER_01
421.62	422.11	SPEAKER_01
423.391	424.3	SPEAKER_01
561.51	564.69	SPEAKER_03
587.52	588.25	SPEAKER_03
590.54	591.19	SPEAKER_03
668.93	670.52	SPEAKER_03
