speech_start	speech_end	speaker
7.658	10.038	SPEAKER_00
10.19	16.43	SPEAKER_00
17.412	19.336	SPEAKER_02
20.315	20.703	SPEAKER_00
23.453	24.196	SPEAKER_01
24.466	28.398	SPEAKER_01
28.735	31.233	SPEAKER_01
31.638	32.431	SPEAKER_01
35.603	38.05	SPEAKER_01
38.371	39.468	SPEAKER_01
39.772	44.834	SPEAKER_01
45.357	48.395	SPEAKER_01
50.386	51.26	SPEAKER_00
53.373	55.651	SPEAKER_00
57.305	57.997	SPEAKER_00
59.971	60.376	SPEAKER_00
60.933	61.304	SPEAKER_00
61.945	63.802	SPEAKER_00
64.595	65.118	SPEAKER_01
65.573	66.687	SPEAKER_01
67.801	72.003	SPEAKER_01
72.307	76.576	SPEAKER_01
76.795	81.959	SPEAKER_01
82.448	85.553	SPEAKER_01
88.068	89.789	SPEAKER_01
91.375	95.138	SPEAKER_01
95.51	96.05	SPEAKER_01
96.404	99.509	SPEAKER_01
99.948	103.103	SPEAKER_01
103.694	103.93	SPEAKER_00
110.309	112.908	SPEAKER_00
113.6	114.477	SPEAKER_00
115.591	116.519	SPEAKER_00
117.194	117.869	SPEAKER_00
118.223	119.573	SPEAKER_00
119.945	120.333	SPEAKER_00
120.67	122.155	SPEAKER_01
122.594	123.708	SPEAKER_01
124.298	126.374	SPEAKER_01
126.914	131.268	SPEAKER_01
131.47	133.799	SPEAKER_01
134.373	139.84	SPEAKER_01
140.363	143.536	SPEAKER_01
146.337	149.577	SPEAKER_00
150.742	155.011	SPEAKER_00
155.872	177.19	SPEAKER_00
178.11	179.48	SPEAKER_00
179.8	180.712	SPEAKER_00
181.184	182.838	SPEAKER_00
182.99	183.496	SPEAKER_01
183.968	185.116	SPEAKER_01
186.095	188.288	SPEAKER_01
188.71	199.03	SPEAKER_01
201.08	205.94	SPEAKER_00
206.767	207.121	SPEAKER_00
208.15	208.589	SPEAKER_00
209.618	210.985	SPEAKER_00
211.205	211.357	SPEAKER_00
211.61	214.411	SPEAKER_00
215.069	216.537	SPEAKER_01
217.01	218.107	SPEAKER_01
218.782	220.807	SPEAKER_01
221.38	224.722	SPEAKER_01
225.245	228.299	SPEAKER_01
230.543	231.117	SPEAKER_00
231.168	232.24	SPEAKER_00
232.518	233.193	SPEAKER_00
233.446	235.454	SPEAKER_00
