participant,session,engagement_id,speaker,label,num_original_segments,num_surviving_segments,num_short_segments,num_long_segments,merged_duration,speech_duration,min_segment_duration,max_segment_duration,mean_segment_duration,median_segment_duration,std_segment_duration
18,10,2,SPEAKER_04,engaged,9,9,0,9,19.9655,19.965489249999976,0.40499999999999936,8.336249999999996,2.218387694444442,1.5862499999999997,2.32699266800796
18,10,2,SPEAKER_05,engaged,1,1,0,1,0.4725,0.47250000000000014,0.47250000000000014,0.47250000000000014,0.47250000000000014,0.47250000000000014,0.0
18,10,2,SPEAKER_06,engaged,5,5,3,2,3.965625,3.965625000000017,0.016874999999998863,3.543750000000003,0.7931250000000034,0.03375000000000483,1.3813195118255583
18,10,3,SPEAKER_04,disengaged,2,2,0,2,2.14525,2.145208000000004,0.712781249999999,1.4324267500000047,1.072604000000002,1.072604000000002,0.35982275000000286
18,10,4,SPEAKER_04,engaged,4,4,0,4,12.3010625,12.30104200000001,0.08076075000000316,4.32,3.0752605000000024,3.950140625000003,1.7445612652586626
18,10,5,SPEAKER_04,disengaged,1,1,0,1,1.516375,1.5163857500000049,1.5163857500000049,1.5163857500000049,1.5163857500000049,1.5163857500000049,0.0
18,10,6,SPEAKER_04,engaged,7,7,0,7,15.0865625,15.086531249999979,0.8606249999999989,3.8812499999999943,2.155218749999997,1.653749999999988,1.1197400708074519
18,10,7,SPEAKER_04,disengaged,1,1,0,1,1.2333125,1.2333339999999993,1.2333339999999993,1.2333339999999993,1.2333339999999993,1.2333339999999993,0.0
18,10,8,SPEAKER_04,engaged,3,4,0,4,2.36125,2.3612500000000125,0.20250000000000057,0.9103437499999956,0.5903125000000031,0.6242031250000082,0.3165162393703626
18,10,8,SPEAKER_05,engaged,2,1,0,1,0.16875,0.16875000000000284,0.16875000000000284,0.16875000000000284,0.16875000000000284,0.16875000000000284,0.0
18,10,9,SPEAKER_04,disengaged,2,3,0,3,1.676875,1.6768749999999955,0.07298924999999201,1.4512500000000017,0.5589583333333318,0.15263575000000174,0.631782771234254
18,10,9,SPEAKER_00,disengaged,2,1,1,0,0.03375,0.033749999999997726,0.033749999999997726,0.033749999999997726,0.033749999999997726,0.033749999999997726,0.0
