participant,session,engagement_id,speaker,label,num_original_segments,num_surviving_segments,num_short_segments,num_long_segments,merged_duration,speech_duration,min_segment_duration,max_segment_duration,mean_segment_duration,median_segment_duration,std_segment_duration
12,2-2,0,SPEAKER_00,disengaged,5,5,0,5,3.594375,3.5943749999999977,0.11812499999999737,1.4681250000000006,0.7188749999999995,0.725625,0.44794782062200156
12,2-2,0,SPEAKER_01,disengaged,3,3,0,3,1.273625,1.2736142499999996,0.28687499999999844,0.6492392500000008,0.4245380833333332,0.33750000000000036,0.1602262637278321
12,2-2,1,SPEAKER_01,engaged,4,4,0,4,5.5254375,5.525416000000003,0.1518750000000022,3.4573642500000012,1.3813540000000009,0.958088375,1.355043918098655
12,2-2,1,SPEAKER_00,engaged,1,1,1,0,0.016875,0.016874999999997087,0.016874999999997087,0.016874999999997087,0.016874999999997087,0.016874999999997087,0.0
12,2-2,2,SPEAKER_01,disengaged,6,7,0,7,12.0615,12.061458000000005,0.11153124999999875,5.838750000000001,1.7230654285714293,0.9980517499999983,1.8864771346940137
12,2-2,2,SPEAKER_00,disengaged,4,3,0,3,0.961875,0.9618750000000027,0.15187500000000043,0.4556250000000013,0.3206250000000009,0.354375000000001,0.12628093680362087
12,2-2,3,SPEAKER_01,engaged,2,3,0,3,3.9026875,3.9027090000000015,0.3712499999999963,2.1838857500000017,1.3009030000000006,1.3475732500000035,0.7407409239947156
12,2-2,4,SPEAKER_01,disengaged,1,1,0,1,0.7284375,0.7284687499999976,0.7284687499999976,0.7284687499999976,0.7284687499999976,0.7284687499999976,0.0
12,2-2,6,SPEAKER_01,disengaged,1,1,0,1,0.2945,0.2945107499999935,0.2945107499999935,0.2945107499999935,0.2945107499999935,0.2945107499999935,0.0
12,2-2,6,SPEAKER_02,disengaged,1,1,0,1,0.8721875,0.8721562500000033,0.8721562500000033,0.8721562500000033,0.8721562500000033,0.8721562500000033,0.0
12,2-2,7,SPEAKER_02,engaged,12,13,0,13,27.123875,27.123885750000014,0.21937500000000654,6.6825000000000045,2.086452750000001,1.4343750000000028,1.8027011383421754
12,2-2,7,SPEAKER_00,engaged,2,1,0,1,1.299375,1.2993749999999977,1.2993749999999977,1.2993749999999977,1.2993749999999977,1.2993749999999977,0.0
12,2-2,7,SPEAKER_01,engaged,1,1,0,1,1.18125,1.1812500000000057,1.1812500000000057,1.1812500000000057,1.1812500000000057,1.1812500000000057,0.0
12,2-2,8,SPEAKER_01,disengaged,1,1,0,1,3.184875,3.1848642499999897,3.1848642499999897,3.1848642499999897,3.1848642499999897,3.1848642499999897,0.0
12,2-2,9,SPEAKER_01,engaged,1,1,0,1,0.7474375,0.7474267500000025,0.7474267500000025,0.7474267500000025,0.7474267500000025,0.7474267500000025,0.0
12,2-2,10,SPEAKER_01,disengaged,1,1,0,1,1.3121875,1.312156250000001,1.312156250000001,1.312156250000001,1.312156250000001,1.312156250000001,0.0
12,2-2,11,SPEAKER_01,engaged,1,1,0,1,2.822625,2.8226357500000034,2.8226357500000034,2.8226357500000034,2.8226357500000034,2.8226357500000034,0.0
12,2-2,12,SPEAKER_02,disengaged,1,1,0,1,0.37125,0.3712500000000034,0.3712500000000034,0.3712500000000034,0.3712500000000034,0.3712500000000034,0.0
12,2-2,13,SPEAKER_01,engaged,1,1,0,1,0.4725,0.4724999999999966,0.4724999999999966,0.4724999999999966,0.4724999999999966,0.4724999999999966,0.0
12,2-2,14,SPEAKER_01,disengaged,1,1,0,1,0.54,0.5400000000000063,0.5400000000000063,0.5400000000000063,0.5400000000000063,0.5400000000000063,0.0
12,2-2,15,SPEAKER_01,engaged,6,6,1,5,5.248125,5.2481249999999875,0.033749999999997726,1.5356249999999818,0.874687499999998,1.0125000000000028,0.4945283619583891
12,2-2,15,SPEAKER_00,engaged,18,16,2,14,12.943125,12.943124999999966,0.033749999999997726,2.1768749999999955,0.8089453124999979,0.4471874999999983,0.7676147206209372
12,2-2,15,SPEAKER_02,engaged,15,14,0,14,17.6175,17.617499999999993,0.08437499999999432,3.780000000000001,1.2583928571428566,1.3331249999999955,0.9126710857925983
12,2-2,16,SPEAKER_01,disengaged,2,2,0,2,1.5938125,1.5938232499999856,0.5644482499999981,1.0293749999999875,0.7969116249999928,0.7969116249999928,0.2324633749999947
12,2-2,17,SPEAKER_01,engaged,1,1,0,1,2.5578125,2.5578437500000177,2.5578437500000177,2.5578437500000177,2.5578437500000177,2.5578437500000177,0.0
12,2-2,18,SPEAKER_01,disengaged,2,2,0,2,1.6325625,1.6325732500000072,0.5568750000000193,1.0756982499999879,0.8162866250000036,0.8162866250000036,0.25941162499998427
12,2-2,19,SPEAKER_00,engaged,11,17,0,17,15.136875,15.136875000000003,0.08437499999999432,2.4637500000000045,0.8904044117647061,0.3543749999999761,0.7786745177862614
12,2-2,19,SPEAKER_01,engaged,8,4,1,3,1.873125,1.873124999999959,0.016874999999998863,1.2318750000000023,0.46828124999998977,0.31218749999997897,0.463582848709046
12,2-2,19,SPEAKER_02,engaged,17,15,4,11,14.20875,14.208750000000094,0.016875000000027285,4.21875,0.9472500000000063,0.4387500000000273,1.1751086784846725
12,2-2,21,SPEAKER_01,engaged,2,2,0,2,3.4659375,3.465906250000046,0.3609062499999993,3.1050000000000466,1.732953125000023,1.732953125000023,1.3720468750000236
